agent_img_001_011_6947aa966103	1	Agent	| 三屋权限控制架构一 — o RAGRA= Wi mF MEY (Pwrrotennamemeratian [>| © ancateniit RE: 向量数据库过滤 | RY | 局 wivus元数据过滤(expr条件) = > 目目分区物理隔 i 返回层: 二次验证请求 RAG系统三层权限控制以构
agent_img_001_012_922c16272133	1	Agent	| 一、为什么不能所有 query 都走同一条路? 在我们训练膏的金融保险实战项目里，用户的问题类型非溃杂: 有的是事实型查询——"A 款保险的保障光围是什么)”“，这种直接去知识库检索束行。 有的是计算型查询——"我投保了 50 万，免赔额 5000，这次理赔能拿多少? "，这种需要路由到计算异块，而不是检索。 有的是数据库查询——"上个月理赔审批的平均时长是多少天?"，这种需要走 NL2SQL“，把自然语言转成数据库碍询语句。 有的是带时间约束的查询——"最新的车险理赔流程是什么)“"“，这种虽然走检索，但需要加时间过有的是闲聊——"今天天和气怎么样? "，这种根本不该进 RAG 流程。 如果你把所有 query 都一股脑丢进向量检索，会出现两种乾众情况: 一是该算的不算 (计算题去检索文档，拿回来的是理赔政策而不是计算结果)，二是该过滤的不过滤 (要最新流程却召回了旧版本，因为语义检索不理解"最新"这个约束)。
agent_img_001_013_803b291fe2c9	1	Agent	@ @ e y £N % 回使用 Skill 做 Al Coding 录到的问题在实际使用 Spec Coding 的过程中，我们发现了一些问题 : 1. 复杂的任务会导致 Skill 过于复杂: 如果使用一个 Skill 去完成一个复杂的工作，会导致 Skill 复杂度过高，就像我们将所有代码写在一个方法里，需要做适当拆分。 2. 多 Skill 任务执行准确率低: 如果直接将一堆 Skill 丢给 Al1，那么在执行复杂任务的时候，Al 并不会很好的按照我们预期的方式去使用这些 Skill，所以需要提供一定的引导。 3. 编写 Skill 耗时高: 打磨一个好用的 Skill 确实需要人花费一定量的时间。 因此我们做了一个名为 kuspec 的内部工具去党试解决这些问题: 1. 针对第一和第二个问题，我们提出了 Workflow 概念，每一个 Workflow 是包含若干个单一职责的 Skill 的编排，通过 Workflow 将一个复杂的任务拆解成若干个步骤，每一步需要非常明确的告诉 Al 使用哪一个具体的 Skill。 2. 针对第三个问题，我们提供了创建 Workflow 的
agent_img_001_014_65226eff0183	1	Agent	土十斗士 ~。 上下文封妆的基本单位: Workflow 工作流包含特定业务的上下文，以及对通用 Skill 的执行编排。 工作流本质是对我们一整个工作流程的语义描述，在编写工作流的时候，我们要在人的角度思考，人是怎么完成这个工作的，随后对其进行语义化表述，就是我们的工作流。
agent_img_001_015_5be324090a5c	1	Agent	Workflow 业务相关上下文 Skills执行编排 1，使用Skills1完成 2.使用Skills2完成· Skills Skills1 Skills2 Skills3 Skills4 Skills5
agent_img_001_016_55162987dd1e	1	Agent	第二层: 生成中——强化推理链完整性 〈治逻辑型幻觉) 针对逻辑型幻觉，2025 年主流方案是 Chain-of-Thought (CoT) 强制推理 : arxiv。 要求异型在给出答案前先输出推理步骤，每一步推理都有中间结论。 好处: 推理过程可审查，一旦中间步又出错，可以在后处理阶段被检测到，而不是只看到最终错误答案。 在Agent 工具调用场景，还需要对模型输出的工具参数做类型/范围校验，拦截因幻觉产生的错j吃调用 juejin
agent_img_001_017_29006a1055a1	1	Agent	M 遗漏的天键点 1. 结构化输出约束 (Structured Output) 金融场景最重要的事前手段之一: 强制模型输出JSON 格式，每个字段 (利率、条款编号、结论) 都有严格的类型和值域约束，数字字段直接从 RAG 原文抽取而间推算。这可以从根源上杜绝"上自行推算利率出 fe IX SSE ZI. OK 2.引用一致性自动校验 (Attribution Verification) 事中检测的核心: 对模型输出中每一名引用声明，用文本相似度或 NLI 模型自动比对原始检索文档，判断该句是否有文献驻撑。蚂蚁集团 HOP 框以中明确提出了"声明级别的溯源验证"。 OK 3. 置信度分级+ 人工审核路由 (SRP) 金融场景不能只靠自动化儿底，工业界标准是: 低置信和度 / 校验失败的案例强制路由至人工复炉，同时将这些样本沉泥为难例数据集，用于后续模型迭代。闪
agent_img_001_018_90388fa1fee2	1	Agent	RAG Prompt 的逻辑完全不同: 你传进去问题 + 检索到的文档片段，要求模型只用这些文档片段来回答，不能用参数台识。 这里有一个根本性的矛盾: LLM 在预训练阶段见过海量文本，脑子里已经仔了大量燥识。当你给它一段检索文档，问它问题，它的默认行为是: 把检索文档的信息和自己的参数知识混合使用。
agent_img_001_019_e69b9d279a6c	1	Agent	RAG专用Prompt结构设计 System Prompt User Prompt 角色定义参考文档 ”金融保险智能客服格式化的检索片段回答规则 ee ee。 只用文档。 引用来源。 数字核实 ame 用户问题+回答指令负面约束 | , ie ~ Senn 用户的问题内容和具体的回答要求 RAG专用Prompt结构设计
agent_img_001_020_34269172aa96	1	Agent	| 总结 Multi-Agent 不是把几个 LLM 调用摆在一起。它需要解决的是: 任务如何分解、子任务如何调度、 子 Agent 失败如何处理、并行结果如何合并、了矛盾结论如何裁定。 Supervisor 模式是生产环境中最主流的 Multi-Agent 架构: 一个中心 Supervisor S39 2K, SF Agent 只负责执行，决策权和执行权分离。 错误处理的核心是"不阻塞"原则: 重试 + 降级，让一个子 Agent 的失败止步于目己，不传染给整个系统。 结果合并的核心是"规则显式化”: 人数据北盾了时谁做先、矛盾'奈么标注、缺失和号么处理，这些规则要写进 Prompt，不能让 LLM BORE. 并行是有上限的: 2-3 个子 Agent 并行是大多数场景的最优解，更多的并行市来的是协调开销和 API 限速，不是更快的速度。
agent_img_002_001_dcd9267f7f8b	2	RAG	特性 GraphRAG LightRAG PathRAG 子图/社区检索: 利用社区检测 ” 双阶段检索: 结合快速的局部检索和深 BARR: 使用基于流的剪枝算法识检索机制算法找到相关社区，并聚合其所 ”入的全局检索。 别并提取最相关的关系路径。 有信息。 将整个相关社区或子图的信息在保证效率的前提下，从图中检索相关 ”将检索出的关系路径转换为文本，作信息处理方式 (可能包含大量节点和边) 进行 ”信息片段。 为上下文提供给生成模型。 RA. 1. BMPR: 擅长发现群体社 1. RRBM: 在速度和深度间取得平 1. WHBIRKAK: 能更好地理解实区和全局趋势。 衡。 体间的复杂联系。 2，信息全面: 提供整个社区的 2.计算轻量: 兼顾了性能和效率。 2. MORE: 有效过滤宛余信息， 背景信息。 提升答案质量。 1. BAR: 可能包含大量不”1， 深度可能不足: 为避免元余而可能路径提取算法可能复杂，且依赖路径相关信息，引入噪声。 牺牲对复杂关系的深度探索。 的质量和覆盖度。 MESS 5 推理深度不足: 可能忽略复。 2，仍有关键信息遗漏的风险。 杂的多跳关系路径。
agent_img_002_002_e11ee8244f22	2	RAG	1. 拆文档: 按行提取文字 + 字体、加粗、缩进等样式 2. 正则挖标题: 匹配章节、编号，生成标题特征 3. 人工标少量数据: 标注 level1/2/3 / 正文 4. 训练小模型: XGBoost 学特征，自动分标题层级 5. 后处理修正: 规则补全错误，得到完整结构 6. 按层级切块: 不割裂语义，生成高质量 chunk
agent_img_002_003_cd654a4171e8	2	RAG	| —. Witte Ata? NS intt= 第一步: 确定评估范围明确要履盖哪些领域和文档类型。在我们的金融保险项目中，测试集覆盖了四个核心场景: 理赔流程、产品条款、报销制度、销售策略。每个场景至少 50 条 query, Mit 200+ 条。 第二步: 设计评估问题问题来源有两种: 人工编写——由熟悉文档的人基于内容提出问题。质量高但成本大，适合核心场景。 LLM 自动生成——让大模型阅读文档后生成问答对。速度快但质量参差不齐，需要人工筛选。 选标准是: 问题必须能在知识库中找到明确答案、表述自然不生硬、不跟其他问题重复。 第三步: 标注参考答案和支持证据每个问题需要标注两样东西: 参考答案——这个问题的正确回答是什么。由人工撰写或确认，尽量履盖关键信息点。 支持证据——答案来自哪个文档的哪个片段。记录文档ID、Chunk ID、页码。这不仅用于检索评估 (判断系统有没有找到正确片段)，也用于生成评估 (判断 LLM 有没有基于证据回答)。
agent_img_002_004_30bfe2dad039	2	RAG	BOS: 覆盖多样性和难度测试集不能只有简单题，要包含: 简单事实题——"等待期是多久”” (答案在单个 Chunk 里) 多跳推理题——"买了两份意外险都能赔吗? ” (需要综合多个 Chunk) 否定性查询——"核辐射能赔吗?”” (答案在免责条款里，容易召回错误的承保条款) 口语化查询——"孩子在学校摔了能报不?” (表述跟知识库差异大) 第五步: 质量审查抽样 20% 的标注数据做交叉验证——让另一个人检查参考答案是否正确、支持证据是否能推出答案。我们发现初次标注的错误率约 89%，交叉验证后降到 2% 以下。 第六步: RBG 测试集不是一次性工作。每次发现线上 badcase，就把它加入测试集。我们的测试集从最初的 200 条增长到了 350 条，其中 50 条是从线上 badcase 中沉泥的"难题"。
agent_img_002_005_90500f357b93	2	RAG	AR 数据构造 eee eee ~ Prompts、 P-Tuning、 / / / N\ f \ 1 1 1 | / 构建 {"question": " TEAR B) AY 最高? ","answer":" \ 1 你是一名Mysql数据库开发 | | | I 问答模板 select 公司全称 ffom company_table where 年份 =' | 1 1 人 1 | | | es and is not null order by desc limit 1"} 1 | 据已知的表名、字段名和用 | | | | 1。 1 PRA SIRES salttes | _ 已 = {"question": " 年哪冢公司的最局? 1 1! company_table已知字段 | | | 变量 ""answer": "select 公司全称from company_table where 年 1 | SS | PRE SEQ LEN=128 | =' | SRaOREM NH, Ba I 一 —— I desc limit 1"} | 1 a i 1 max_source_lengt
agent_img_002_006_ce1638579d53	2	RAG	一个可以审到面试里用的答题框以: "我们建立了三路badcase收集渠道 (用户反馈、客服工单、目动检测)，用四分类框以(检索失败、幻觉生成、路由错误、知识缺失) 对badcase分类，按类型分配给对应团队处理。每次修复之后，先企原badcase上验证通过，再跑全量回归测试，确认三个核心指标没有退化超过2%，最后通过107%灰硫友布上线。6个月的实践证明，这套机制把系统准确率从76%提升到了8976。 "
agent_img_002_007_ccc7f5e4f8ea	2	RAG	FAQ 的本质: 不是搜索，是匹配 FAQ 库存储的是Q-A对 (占题-答案对)，核心{王务是: 用户输入的 Query 和库里哪条 Q 最相似，然后返回对应的 A。这本质上是一个文本匹配任务，不是关键词搜索。 udesk 举个例子: FAP Ia):，退钱要多久? FAQ 库里的标准问题是: ”退款到账时效是多少天? O 两句话字面没有重考词，但语义相同，这就要求 FAQ 检索必须用语义匹配而不是关键词匹配。 woshipm
agent_img_002_008_d75dc63bc8b4	2	RAG	|一、幻觉问题: MENT, BSE 这是 RAG 生成阶段最致命的问题。你明明检索到了正确的文档片段，喂给了大模型，但模型生成的回答里居然出现了文档中根本不存在的信息。 为什么会这样?”因为大模型的本质是"续写"——它会基于自己在预训练阶段学到的知识来补全内容。当检索到的上下文不够明确、或者模型对某个话题有"先入为主"的知识时，它就可能混入自己编造的内容，而不是老老实实只用你提供的资料。 在我们训练曹的实战项目中，金融保险场景下这个问题尤其严重。用户问"ABC寿险的保障学围"， 检索到的文档明确写了"涵盖身故、全残保障，附加重大疾病险"，但模型有时会自行补充一句 "还包含住院津贴保障`——这个内容根本不在检索到的文档里，纯粹是模型自己编的。在金融场景下，这种幻觉可能导致严重的合规风险。这也是我在训练营里反复提醒的: 幻觉不是小概率事件，而是 LLM 的天性，必须主动压制。
agent_img_002_009_cd3df81953ab	2	RAG	| 一、记忆模块在 RAG 里到底扮演什么角色? 很多人把"记忆”简单理解为"把对话历史塞进 Prompt"，这只是最初级的做法。 一个完整的记忆模块，本质上是 RAG 系统的第二个检索源。| 第一个检索源是知识库 (静态的、所有用户共享的)，第二个检索源是记忆库 (动态的、跟特定用户/会话绑定的)。 引入记忆模块后，系统的数据流变成了这样: 用户查询进来一同时从知识库检索静态知识、从记忆库检索历史上下文一融合两路信息一 LLM 生成回答一新一轮对话写入记忆库。 这个循环让系统具备了"越聊越介你"的能万。客服场景里，系统记住了用户之前提过的保单信息， 就不用让用户每次都重复报保单号;个人助理场景里，系统记住了用户的饮食偏好，推荐餐厅时就能自动避开不合适的。
agent_img_002_010_94911bd17c4e	2	RAG	| “HyDE® 感觉比较费万" 这位朋友说的没错，HyDE 确实有成本。 回顾一下 HyDE 的思路: 让 LLM 先根据 query 生成一个"假设的理想回答"，再用这个回答的 Embedding 去检索，而不是直接用 query 的 Embedding。好处是假设文档比短 query 语义更丰富，检索效果更好。 但代价也很明显: 每次检索前要多一次 LLM 调用。 这意味着额外的延迟 〈几百毫秒到几秒) 和额外的 API 费用。对于响应速度敏感的在线场景，这个代价可能不划算。 我的建议是: HyDE 不是默认开启的功能，而是针对特定场景的增强策略。 什么时候用 HyDE? 当你的 query 特别短、特别模糊，直接检索效果很差的时候。比如用户只输入了"退保"两个字，向量检索不知道他想问退保流程、退保费用还是退保条件，召回一堆不相关内容。这时候让 LLM 先生成一段关于人退保的完整回答，再用这段回答去检索，效果会好很多。 什么时候不用?”当 query 本身已经足够清晰完整 (比如"2024年车险理赔需要提交哪些材料")，直接检索就能命中，没必要多花一次 LLM 调用。 工程上的做
agent_img_002_011_06e3063fd73c	2	RAG	| 面试怎么答 RAG 权限管理? 面试官问到 RAG 权限管理，一般考察的是两个层次的认知: 第一，你知不知道问题的严重性; 第二，你有没有系统性的解决方案。 第一层，说清楚问题: 向量数据库默认没有行级权限，不做处理上所有用户看到所有数据。在银行、 医疗、政府等场景这是合规红线。 第二层，说三层架构: 接入层做身份认证，JWT Token 携带权限上下文; 检索层在向量数据库的 search() 里通过 expr 或 partition_names 做权限过滤; 返回层对结果做二次验证。 第三层，说两种 Milvus 方案的区别 : 元数据过滤是逻辑隔离，灵活但依赖代码正确性; 分区隔离是物理隔离，安全但分区数量有上限 (4096)，适合按大区隔离再用元数据做细粒度过滤。 第四层，说踩过的坑: 搜完再过滤会导致召回率低，正确做法是搜索时就带 expr 过滤; 分区数量有上限，大型机构要注意; 权限查询要缓存在 Token 里避免延迟。 SHAE, MAM: 关系型数据库用 RLS 做行级安全; 完整的安全审计日志和异常检测机制。 能说出前三层，基本通过; 说出第四层，面试官会觉得你
agent_img_002_012_6947aa966103	2	RAG	| 三屋权限控制架构一 — o RAGRA= Wi mF MEY (Pwrrotennamemeratian [>| © ancateniit RE: 向量数据库过滤 | RY | 局 wivus元数据过滤(expr条件) = > 目目分区物理隔 i 返回层: 二次验证请求 RAG系统三层权限控制以构
agent_img_002_013_046fc4a9b9b8	2	RAG	在 100 token 的基础上，我还加了一个优化: 基于句子边界的智能 overlap, 固定 overlap 有个问题: 可能恰好切在句子中间，上一个 chunk 的最后一段话只保留了半句。智能 overlap 在确定重晋区域后，向后扫摘到最近的句子结尾才真正规上断。 效果: 避免了 87% 的"句子在 overlap 区域被截断" 问题，召回率从 0.89 进一步提升到 0.91。 RAG Chunk 切分方案演进 V1 固定长度切分 Recall@5: 0.67 关键改进: 512 token固定截断 +24% 提升 © D 文档层级识别 + @ 表格表头保留 V2 句子级切分 + @ 列表前导句不丢句子边界不截断 * @ 100 token智能Overlap V3 语义感知切分 Recall@5: 0.91 结构识别+智能Overlap RAG 三代切分方案召回率对比
agent_img_002_014_997cdfa9a54b	2	RAG	|四、相似度阔值过滤: PRB 有了 Reranker 之后，还有一个常被忽略的细节: BBW. Reranker 给每条文档打了一个 0-1 的相关性分数，并按分数取 Top-K。但如果所有候选文档的相关性分数都很低，即使取了 Top-5，这 5 条文档也可能是噪声。此时强行把它们送给 LLM, LLM 会基于这些低质量的上下文生成回答，结果往往是幻觉。 正确的做法是在 Reranker 打分之后，再设一个绝对靖值 (比如 0.5)。低于靖值的文档直接丢 F, BU Top-K 里最终只剩 1 条甚至 0 条，也不要凌数仍加低质量文档。如果所有文档都低于闪值，应当直接告诉用户"在知识库中未找到相关内容"，而不是让 LLM 瞎编一个答案。 TRB, XH RAG 系统工程实践中非常重要的一个原则。
agent_img_002_015_f700f7babd51	2	RAG	阔值如何标定雹不建议直接拍脑袋设 0.5。正确的做法是用已标注的问答对做离线实验: 准备一批有标准答案的问题，以及人工标注的相关/不相关文要，然后遍历不同的靖值 (比如 0.3 到 0.8 步长 0.05)，计算每个阀值下的 Precision 和 Recall，找到 F1 分数最高的冰值点作为线上使用的闪值。我们训练萤的保险项目通过这种方式找到的最优靖值是 0.52，在此赋值下 F1 从 0.74 提升到了 0.81。 1.0 1王F1最大值 0.81 0.8 * 0.6 ; = Precision = == Recall Bre | ASB: 0.52 —— FI 二 0.4 1 0.2 0.0 0.3 0.4 0.5 0.6 0.7 0.8 AAD 配图2
agent_img_002_016_99f8be553c37	2	RAG	值得一提的是，混合检索的前沿方向正在朝着更深层次的融合发展。SPLADE (SParse Lexical AnD Expansion) 是一类稀疏向量模型，它把 BM25 的精确匹配能万和向量的语义泛化能万结合到一个模型里。 SPLADE 的输出是一个高维稀朴向量 (维度等于词汇表大小)，每个维度对应一个词的权重， 但这个权重是通过神经网络学到的，不是简单的词频。这样既保留了精确匹配的能万，又通过神经网络实现了同义词扩展。 在我们项目的初步测试中，SPLADE + 向量检索的组合，在不需要独立维护 BM25 索引的情况 F, Recall@5 达到 0.87，接近 BM25+向量 RRF 的 0.89，工程复杂度更低。这是未来值得关注的方向，但目前中文 SPLADE 模型的成熟度还不如英文，需要根据场景谨慎评估。 各方案综合对比精确条款 Recall 语义理解 Recall 工程复杂 . 方案 @5 @5 Eg HEIR (P95) ab (A) ete 0.61 0.82 低 120ms 4H BM25 0.78 0.63 低 45ms DN MARA ( a=0. eas aga 
agent_img_002_017_644feb67b2da	2	RAG	习一页复盘; 本题核心框架 [RAG 质量治理」 框架 text A) A ART OCR) > 检索层〈召回精度) > ARE ORAZ 治理优先级: Prompt约束《〈最快) > mA GRE) > BARR Greta) 拒答核心: FEA BE + 引用才盖率双重判断，话术设计保用户体验更新同步增量索引 + 版本管理 + 缓存分层失效，三件事缺一个可评测闭环离线黄金集〈履盖三类题) + 在线用户信号 + BAAN
agent_img_002_018_21ba6bfa8425	2	RAG	© 面试总结回到开头踩的雷，最大的问题是把 MCP 简单理解成 【Client + Server」 的二元结构，忽略了 Host 这个角色。 面试回答这道题，第一个要氮是三层结构要说清楚: 角色层 〈Host / Client / Server)、能万层 (Tools / Resources / Prompts)、协议层 〈JSON-RPC 2.0 + stdio / Streamable HTTP)。 特别是 Host 和 Client 的区别，Host 是牡主应用本身，Client 是 Host 内部负贡和 Server 通信的模块，一个 Host 可以同时连多个 Server，这个一对多的关系是 MCP 的核心设计。 第二个容易踩的雷是把 Server 暴露的能万全归为 【工具J。Tools、Resources、Prompts 三者职贡分明，Tools 有副作用、改变外部状态，Resources 是只读数据、没有副作用，Prompts 是提示词模板。面试时说清楚三者的区别，尤其是 Tools 和 Resources 的本质差异〈有无副作用)，会让面试官觉得你真正理解了 MCP 的
agent_img_002_019_6a3f08dd5a27	2	RAG	° 口& & 一“ [| 角色层 Host Client Server 谁在通信核心概念: 角色定位、会话、权限边界 4 大 | @ SS 能万层 Tools Resources Prompts 三层独立演进暴露什么能万一 see 核心概念: 工具、资源、提示词、发现与描述解看设计 a 7 (2) stdio / a { } sail fame (y) Streamable HTTP 协议层消息怎么传核心概念: 消息格式、传输方式、流式支持、错误处理 ”MCP 不是一个东西，是三层职责明确的组合
agent_img_002_020_2223a2a396de	2	RAG	MCP的两种通信方式 stdio (本地) Streamable HTTP (远程) Host (本地) Host 进程 Host (Claude Desktop) (Claude Desktop) | 派生 HTTP 连接 MCP Server 子进程 (本地工具) - = 远程服务器 / 云端 MCP Server | stdin +> __— stdout (远程服务) CE 管道通信 Ge) © 延迟低、无网络、无端口 © BMS. FS Client 共享 @ 适合本地工具 @ serverless 友好适合的场景 “a stdio (本地) Streamable HTTP (远程) Ay tA0R. wisxexe TA pid 团队共用服务、跨机器访问开发调试、低延迟场景生产环境、云端部署
agent_img_002_021_9b3378ea7e27	2	RAG	| 为什么需要专门的向量数据库? 理解了向量数据库是干什么的，接下来自然会问: 为什么不直接在 MySQL或者 ES 里存向量， 非要引入一个新的数据库? 普通的关系型数据库 (MySQL. PostgreSQL) 在存储结构化数据时靠B tree 索引，查询 WHERE id = 123 这种精确匹配效率极高。但向量检索要做的事完全不同——不是找 「等于| 的，而是找 [最相近的，没有精确匹配，只有相似度排序。 高维向量〈比如 1024 维) 的相似度搜索如果暴万遍历，把查询向量和库里每“-条向量都算遍余弱相似度，百万条数据就要算“百万次，延迟完全不可接受。 那为什么不用 B-tree AINE? 因为 B-tree 只能处理“维的有序索引，对高维向量这种 「多个维度同时要考虑距离) 的场景基本是失效的。你不可能对“个 1024 维的向量建一个 B-tree，然后说 「帮有我找和它最近的|，因为「近| 本身是一个高维空间的综合判断，不是某一个维度上的排序。 一维有序数据年龄) 高维向量空间 (1024 维) 查询: 年龄 = 25 查询: 哪个向量高查询向量最近? B-tree X3
